0x7f0f0284,ftueDataDisclaimer,Personalized Navigation uses your driving and app data. All data will be stored and used as described in our %1$s,Personalized Navigation uses your driving and app data. All data will be stored and used as described in our %1$s,تستخدم ميزة التجوال المخصّص بيانات القيادة والتطبيق الخاصة بك. سيتم تخزين واستخدام جميع البيانات بالطريقة الموضحة في %1$s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,사용자 지정 내비게이션 기능은 사용자의 주행 및 앱 데이터를 사용합니다. 모든 데이터가 %1$s 에 설명된 바와 같이 저장되고 사용됩니다.,,,,La Navigation personnalisée utilise vos données de conduite et d'appli. Toutes les données seront conservées et utilisées comme décrit dans notre %1$s.,,,,,,,,,,,Navegación personalizada usa sus datos de conducción y aplicaciones. Todos los datos se guardarán y usarán como se describe en nuestra %1$s.,,,,,,A funcionalidade Navegação personalizada utiliza dados da sua condução e aplicação. Todos os dados serão guardados e utilizados conforme descrito na nossa %1$s.,,,,,,,,,,,,,,,,La navigation personnalisée utilise vos données de conduite et d'application. Toutes les données seront stockées et utilisées de la manière décrite dans notre %1$s.,Персоналізована навігація використовує дані про рух автомобіля й дані додатка. Усі дані зберігаються й використовуються згідно з нашими правилами (%1$s).,Personalised Navigation uses your driving and app data. All data will be stored and used as described in our %1$s.,,Die personalisierte Navigation verwendet Ihre Fahr- und App-Daten. Alle Daten werden gemäß unserer %1$s gespeichert und verwendet.,Personanpassad navigation använder dina körning- och appdata. Alla data lagras och används enligt vår %1$s.,Персонализираната навигация използва данните за шофирането Ви и данните от приложенията. Всички данни ще се съхраняват и използват съгласно нашата %1$s.,การนำทางที่ปรับให้เหมาะกับผู้ใช้งานจะใช้ข้อมูลการขับขี่และข้อมูลเกี่ยวกับแอป ซึ่งข้อมูลทั้งหมดจะถูกจัดเก็บและใช้ตามที่ระบุไว้ใน %1$s ของเรา,Personoitu navigointi hyödyntää ajo- ja sovellustietojasi. Kaikki tiedot tallennetaan ja niitä käytetään %1$s-ehtojemme mukaisesti.,"Prilagojena navigacija uporablja podatke o vaši vožnji in podatke aplikacije. Vse podatke hranimo in uporabljamo, kot je opisano v %1$s.",Personlig navigation bruger dine køre- og app-data. Alla data vil blive gemt og brugt som beskrevet i vores %1$s.,,"Personalizovaná navigácia využíva údaje týkajúce sa jazdy a aplikácie. Všetky údaje sa uložia a použijú tak, ako je to opísané v našich %1$s.",Gepersonaliseerde navigatie maakt gebruik van uw app- en rijgegevens. Alle gegevens worden opgeslagen en gebruikt zoals beschreven in onze %1$s.,Spersonalizowana nawigacja wykorzystuje dane dotyczące jazdy oraz dane aplikacji. Wszystkie dane będą przechowywane i używane w sposób opisany w dokumencie %1$s.,个性化导航使用您的驾驶与应用程序数据。所有数据将按照我们的%1$s中所述内容进行存储和使用。,,Personlig navigering bruker din kjøring og app-data. Alle data lagres og brukes som beskrevet i din %1$s.,Navigația Personalizată folosește datele dvs. de condus și ale aplicației. Toate datele vor fi stocate și folosite conform descrierii din %1$s.,,"Η Εξατομικευμένη πλοήγηση χρησιμοποιεί τα δεδομένα που αφορούν στην οδήγηση και τις εφαρμογές σας. Για την αποθήκευση και χρήση των δεδομένων, βλ. %1$s",Personalizirana navigacija upotrebljava podatke o vašoj vožnji i podatke aplikacije. Svi podaci pohranjuju se i upotrebljavaju na način opisan u našoj %1$s.,"'Kişiselleştirilmiş Navigasyon sizin sürüş ve uygulama verilerinizi kullanır. Tüm veriler, %1$s'mizde açıklanan şekilde depolanacak ve kullanılacaktır.",Personalizovana Navigacija koristi vaše podatke o vožnji i aplikacijama. Svi podaci će biti sačuvani i korišćeni kako je opisano u našem %1$s.,,Navigazione personalizzata usa i tuoi dati di guida e dell'app. Tutti i dati verranno archiviati e usati come descritto nella nostra %1$s.,,,A Személyre szabott navigáció a vezetési és alkalmazás adatait használja. Minden adat tárolása és felhasználása a %1$s dokumentumban leírtak szerint történik.,"Функция «Персонализированная навигация» использует данные приложений и вождения. Все данные хранятся и используются, как описано в нашем %1$s.",,La Navegación Personalizada utiliza sus datos de conducción y aplicación. Todos los datos se almacenarán y utilizarán como se describe en nuestro %1$s.,"Personalizovaná navigace využívá údaje o vašem řízení a aplikační data. Veškerá data budou ukládána a využívána v souladu s tím, jak je popsáno v našich %1$s."
0x7f0f0285,ftueEnablePredictiveNav,ENABLE PREDICTIVE NAVIGATION,ENABLE PREDICTIVE NAVIGATION,تمكين التجوال التنبؤي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스마트 내비게이션 사용,,,,ACTIVER LA NAVIGATION PRÉDICTIVE,,,,,,,,,,,ACTIVAR NAVEGACIÓN PREDICTIVA,,,,,,ATIVAR NAVEGAÇÃO PREDITIVA,,,,,,,,,,,,,,,,,УВІМКНЕННЯ ПРЕДИКТИВНОЇ НАВІГАЦІЇ,,,VORAUSSCHAUENDE NAVIGATION AKTIVIEREN,AKTIVERA PREDIKTIV NAVIGATION,АКТИВИРАНЕ НА ИНТЕЛИГЕНТНА НАВИГАЦИЯ,เปิดใช้ Predictive Navigation,OTA ENNAKOIVA NAVIGOINTI KÄYTTÖÖN,OMOGOČI NAVIGACIJO S PREDVIDEVANJEM,Aktivér Adaptiv Navigation,,POVOĽTE PREDIKTÍVNU NAVIGÁCIU,VOORSPELLENDE NAVIGATIE ACTIVEREN,WŁĄCZ NAWIGACJĘ PRZEWIDUJĄCĄ,启用预测导航,,AKTIVER FORUTSIGENDE NAVIGERING,ACTIVARE NAVIGAȚIE PREDICTIVĂ,,ΕΝΕΡΓΟΠΟΙΗΣΗ ΠΛΟΗΓΗΣΗΣ ΜΕ ΠΡΟΒΛΕΨΗ,OMOGUĆAVANJE PREDIKTIVNE NAVIGACIJE,TAHMİNLİ NAVİGASYON DEVREDE,OMOGUĆI PREDIKTIVNU NAVIGACIJU,,ABILITA NAVIGAZIONE PREDITTIVA,,,PREDIKTÍV NAVIGÁCIÓ BEKAPCSOLÁSA,ВКЛЮЧИТЕ ПРОГНОЗИРОВАНИЕ МАРШРУТА,,,ZAPNUTÍ PŘEDVÍDAVÉ NAVIGACE
0x7f0f0286,ftueIntroducing,MAKE YOUR CAR SMARTER,MAKE YOUR CAR SMARTER,الطريقة الأذكى لقيادة سيارتك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스마트한 차량 만들기,,,,RENDEZ VOTRE VOITURE PLUS INTELLIGENTE,,,,,,,,,,,MEJORE LA INTELIGENCIA DE SU COCHE.,,,,,,TORNAR O SEU CARRO MAIS INTELIGENTE,,,,,,,,,,,,,,,,,ПЕРСОНАЛІЗУЙТЕ СВІЙ АВТОМОБІЛЬ,,,IHR FAHRZEUG WIRD INTELLIGENTER,GÖR BILEN SMARTARE,НАПРАВЕТЕ АВТОМОБИЛА СИ ПО-УМЕН,ทำให้รถของคุณฉลาดขึ้น,TEE AUTOSTASI ÄLYKKÄÄMPI,NAJ VAŠ AVTO POSTANE PAMETNEJŠI,GØR DIN BIL SMARTERE,,ZDOKONAĽTE SVOJE VOZIDLO,MAAK UW AUTO SLIMMER,ZWIĘKSZ KOMFORT PROWADZENIA AUTA,让您的车辆更智能,,GJØR BILEN DIN SMARTERE,MAȘINA DVS. VA FI MAI INTELIGENTĂ,,ΚΑΝΤΕ ΤΟ ΑΥΤΟΚΙΝΗΤΟ ΣΑΣ ΕΞΥΠΝΟΤΕΡΟ,UČINITE SVOJE VOZILO PAMETNIJIM,OTOMOBİLİNİZİ DAHA AKILLI KILIN,UČINITE SVOJ AUTOMOBIL INTELIGENTNIJIM,HAGA A SU VEHÍCULO MÁS INTELIGENTE,PER UN AUTO PIÙ INTELLIGENTE,,,TEGYE INTELLIGENSEBBÉ AUTÓJÁT,УПРАВЛЯЙТЕ С УМОМ,,HAGA A SU VEHÍCULO MÁS INTELIGENTE,ABY BYLO VAŠE AUTO CHYTŘEJŠÍ
0x7f0f0287,ftueLimitedHint,%1$s Connected Navigation is included with your vehicle for a limited time,%1$s Connected Navigation is included with your vehicle for a limited time,لقد تم توفير خدمة %1$s Connected Navigation مع سيارتك لمدّة محدودة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NavConnect는 정해진 기간 동안 차량에 기본 제공됩니다,,,,Le service %1$s Connected Navigation est inclus avec votre véhicule pour une durée limitée.,,,,,,,,,,,%1$s Connected Navigation está incluido con su vehículo durante un plazo limitado.,,,,,,O serviço %1$s Connected Navigation está incluído no seu veículo por um período de tempo limitado.,,,,,,,,,,,,,,,,%1$s Connected Navigation est compris avec votre véhicule pour un temps limité.,Службу %1$s Connected Navigation надано в комплекті з автомобілем для користування протягом обмеженого часу,,,%1$s Connected Navigation ist in Ihrem Fahrzeug für einen begrenzten Zeitraum verfügbar.,%1$s Connected Navigation medföljer fordonet under en begränsad tid,%1$s Connected Navigation се предлага заедно с автомобила Ви за ограничено време.,%1$s Connected Navigation จะมีอยู่ในรถของคุณเป็นช่วงเวลาจำกัดช่วงหนึ่ง,%1$s Connected Navigation on käytössä autossasi rajoitetun ajan,%1$s Connected Navigation je za omejen čas na voljo skupaj z vašim vozilom,%1$s Connected Navigation er inkluderet i bilen i et begrænset tidsrum,,Služba %1$s Connected Navigation má obmedzenú dobu platnosti vo vašom vozidle.,%1$s Connected Navigation zit voor een beperkte periode gratis op uw voertuig,Usługa %1$s Connected Navigation jest dostępna w pojeździe tylko przez pewien czas,您的车辆包含限期使用的%1$s Connected Navigation,,%1$s Connected Navigation er inkludert i bilen i en begrenset periode,%1$s Connected Navigation este inclus în vehiculul dumneavoastră pentru o perioadă limitată,,Η υπηρεσία %1$s Connected Navigation διατίθεται με το όχημά σας για περιορισμένο χρονικό διάστημα,Usluga %1$s Connected Navigation dostupna je za vaše vozilo ograničeno vrijeme,"%1$s Connected Navigation, sınırlı bir süre için aracınızla birlikte sağlanmaktadır.",Usluga %1$s Connected Navigation se isporučuje sa vašim vozilom tokom ograničenog vremena,%1$s Connected Navigation se incluye con su vehículo por un tiempo limitado,%1$s Connected Navigation è incluso nel tuo veicolo per un periodo limitato,,,Az %1$s Connected Navigation az új járművében korlátozott ideig rendelkezésére áll.,В комплект поставки автомобиля включена подписка на услугу %1$s Connected Navigation на ограниченное время,,%1$s Connected Navigation se incluye con su vehículo por un tiempo limitado,%1$s Connected Navigation je po omezenou dobu součástí vašeho vozidla.
0x7f0f0288,ftueMapUpdate,STAY UP TO DATE,STAY UP TO DATE,كن على اطلاع دائم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,최신 상태 유지,,,,RESTEZ À JOUR,,,,,,,,,,,MANTÉNGASE AL DÍA,,,,,,PERMANECER ATUALIZADO,,,,,,,,,,,,,,,,RESTEZ TOUJOURS INFORMÉ,СЛІДКУЙТЕ ЗА ОНОВЛЕННЯМИ,,,BLEIBEN SIE AUF DEM NEUESTEN STAND,HÅLL DIG UPPDATERAD,БЪДЕТЕ АКТУАЛНИ,ทันสมัยอยู่เสมอ,PYSY AJAN TASALLA,OSTANITE NA TEKOČEM,HOLD DIG OPDATERET,,ZOSTAŇTE V OBRAZE,BLIJF UP-TO-DATE,BĄDŹ NA BIEŻĄCO,保持最新,,HOLD DEG OPPDATERT,ACTUALIZĂRI,,ΜΕΙΝΕΤΕ ΕΝΗΜΕΡΩΜΕΝΟΙ,BUDITE U TIJEKU,GÜNCEL KALIN,OSTANITE U TOKU,PERMANEZCA ACTUALIZADO,RESTA AGGIORNATO,,,MARADJON NAPRAKÉSZ,ПОЛУЧАЙТЕ АКТУАЛЬНУЮ ИНФОРМАЦИЮ,,PERMANEZCA ACTUALIZADO,STÁLE AKTUÁLNÍ
0x7f0f0289,ftueNavConnect,Connected Navigation,Connected Navigation,التجوال المستند إلى خدمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,커넥티드 내비게이션,,,,Navigation connectée,,,,,,,,,,,Navegación conectada de,,,,,,Navegação Conectada,,,,,,,,,,,,,,,,,Підключена навігаційна система,,,Verbundene Navigation,Ansluten Navigering,Свързана навигация от,ระบบนำทางแบบเชื่อมต่อ,yhdistetty navigointi,Povezana navigacija,-tilsluttet navigation,,Pripojená navigácia,online navigatie,Połączona Nawigacja,联网导航,,tilkoblet navigering,Navigație conectată,,Συνδεδεμένη πλοήγηση,povezana navigacija,Bağlantılı Navigasyon,povezana navigacija,NavConnect,Navigazione collegata a,,NavConnect,csatlakoztatott navigáció,Навигация с подключением к,,Navegación Conectada,Online navigace
0x7f0f028a,ftueNavConnectIntro,Helps you find and reach your destinations on time with real-time information.,Helps you find and reach your destinations on time with real-time information.,يساعدك في العثور على وجهاتك والوصول إليها في الوقت المحدّد ووفق معلومات متوفرة في الوقت الفعلي.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실시간 교통 정보를 활용하여 빠르게 목적지에 도착할 수 있도록 도와 줍니다.,,,,Vous aide à trouver et à atteindre vos destinations à temps grâce à des informations en temps réel.,,,,,,,,,,,Le ayuda a buscar sus destinos y a llegar a ellos a tiempo con información en tiempo real.,,,,,,Ajuda a encontrar e alcançar os seus destinos no horário previsto com informações em tempo real.,,,,,,,,,,,,,,,,Vous aide à trouver votre destination et à l'atteindre à temps à l'aide d'information en temps réel.,Допоможе знайти пункт призначення і вчасно прибути на місце завдяки інформуванню в реальному часі.,,,Mit Live-Info zum Verkehr Ihre Ziele einfach finden und pünktlich erreichen.,Hjälper dig att hitta och nå dina destinationer i tid med realtidsinformation.,Помага ви да намерите и достигнете целта си навреме с информация в реално време.,ช่วยคุณค้นหาและไปถึงจุดหมายปลายทางของคุณได้ทันเวลาด้วยข้อมูลในเวลาจริง,Auttaa sinua löytämään ja saavuttamaan määränpääsi ajoissa hyödyntämällä reaaliaikaisia tietoja.,"S sprotnimi informacijami vam pomaga pri iskanju ciljev, da jih boste lahko dosegli pravočasno.",Hjælper dig med at finde og nå dine destinationer til tiden med realtidsinformationer.,,Pomôže vám nájsť ciele a doraziť do nich včas s informáciami v reálnom čase.,U vindt uw bestemming en komt op tijd aan dankzij de real-time informatie.,"Pomaga znajdować cele i docierać do nich, prezentując informacje aktualizowane w czasie rzeczywistym.",通过实时信息帮助您准时找到并到达目的地。,,Hjelper deg å finne og nå dine destinasjoner i tide med informasjon i sanntid.,"Vă ajută să găsiți și să ajungeți la destinație la timp, cu informații în timp real.",,"Σας βοηθά να βρίσκετε και να φτάνετε στον προορισμό σας έγκαιρα, με πληροφόρηση σε πραγματικό χρόνο.",Pomaže vam da pronađete i dođete do odredišta na vrijeme uz pomoć informacija u stvarnom vremenu.,Varış noktalarınızı bulmanıza ve varış noktalarınıza gerçek zamanlı bilgilerle zamanında ulaşmanıza yardımcı olur.,Pomaže vam da pronađete odredišta i da na vreme stignete do njih tako što vam daje informacije u realnom vremenu.,,Aiuta a trovare e raggiungere in orario le destinazioni scelte con informazioni in tempo reale.,,,"Valós idejű információkkal segít, hogy időben megtalálja és elérje célállomásait.",Помогает быстро находить точки назначения и прибывать в них вовремя благодаря получению информации в реальном времени.,,Le ayuda a encontrar y llegar a tiempo a sus destinos con información en tiempo real.,Pomáhá vám najít cíl a dojet do něj včas díky informacím v reálném čase.
0x7f0f028b,ftueNavConnectValue1,Real-Time Traffic,Real-Time Traffic,يوفر المعلومات المرورية في الوقت الفعلي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실시간 교통 정보를 제공합니다,,,,Trafic en temps réel,,,,,,,,,,,Tráfico en tiempo real,,,,,,Tráfego em tempo real,,,,,,,,,,,,,,,,Circulation en temps réel,Інформування про ДР у реальному часі,,,Live-Verkehrsinformationen,Realtidstrafik,Трафик в реално време,ข้อมูลการจราจรในเวลาจริง,Reaaliaikaiset liikennetiedot,Sprotne prometne informacije,Trafik i realtid,,Najaktuálnejšie dopravné správy,Real-time verkeersinformatie,Aktualne dane o ruchu drogowym,实时交通信息,,Trafikk i sanntid,Trafic în timp real,,Πληροφορίες κίνησης σε πραγματικό χρόνο,Informacije o stanju u prometu u stvarnom vremenu,Gerçek Zamanlı Trafik,Saobraćajne informacije u realnom vremenu,,Traffico in tempo reale,,,Valós idejű forgalmi információk,Данные о загруженности дорог в реальном времени,,Tráfico en Tiempo Real,Informace o dopravě v reálném čase
0x7f0f028c,ftueNavConnectValue2,Fresh Map Content,Fresh Map Content,يعرض أحدث محتوى للخرائط,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,최신 지도를 포함합니다,,,,Contenu de carte actualisé,,,,,,,,,,,Contenido de mapas actualizado,,,,,,Conteúdo atualizado do mapa,,,,,,,,,,,,,,,,Nouveau contenu de carte,Актуальні картографічні дані,,,Aktuelle Karteninhalte,Uppdaterat kartinnehåll,Актуално съдържание на картата,ข้อมูลแผนที่ล่าสุด,Tuore karttasisältö,Posodobljena vsebina zemljevida,Opdateret kortindhold,,Najnovší obsah máp,Bijgewerkte kaarten,Aktualna mapa,最新的地图内容,,Oppdatert kartinnhold,Conținut nou al hărții,,Πρόσφατο περιεχόμενο χάρτη,Osvježavanje sadržaja karte,Yeni Harita İçeriği,Sveži sadržaji na mapi,,Contenuto mappa aggiornato,,,Napra kész térképtartalom,Обновленные данные карт,,Contenido Reciente del Mapa,Aktuální mapový obsah
0x7f0f028d,ftueNavConnectValue3,Online Search,Online Search,يتيح البحث على الإنترنت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,온라인 검색이 가능합니다,,,,Recherche en ligne,,,,,,,,,,,Búsqueda en línea,,,,,,Pesquisa online,,,,,,,,,,,,,,,,,Пошук в Інтернеті,,,Online-Suche,Onlinesökning,Онлайн търсене,การค้นหาแบบออนไลน์,Online-haku,Spletno iskanje,Onlinesøgning,,Online vyhľadávanie,Online zoeken,Wyszukiwanie w Internecie,在线搜索,,Tilkoblet søk,Căutare online,,Online αναζήτηση,Mrežno pretraživanje,Çevrimiçi Arama,Pretraga na mreži,,Ricerca online,,,Online keresés,Онлайн-поиск,,Búsqueda En Línea,Online vyhledávání
0x7f0f028e,ftueNavEnableServiceTips,"For the use of navigation, please enable map service.","For the use of navigation, please enable map service.",لاستخدام الملاحة ، يرجى تمكين خدمة الخريطة.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,내비게이션 이용을 위해서는 지도 서비스를 활성화해 주세요.,,,,"Pour l’utilisation de la navigation, veuillez activer le service de carte.",,,,,,,,,,,Es necesario activar el servicio de mapas para poder utilizar la navegación.,,,,,,"Para o uso da navegação, por favor ative o serviço de mapas.",,,,,,,,,,,,,,,,"Pour l'utilisation de la navigation, veuillez activer le service de carte.","Щоб користуватися навігацією, увімкніть картографічний сервіс.",,,"Für die Nutzung der Navigation, aktivieren Sie bitte den Kartendienst.","För navigationsbruk, aktivera karttjänsten.","За да използвате навигацията, моля, активирайте картографска услуга.",หากต้องการใช้งานระบบนำทาง โปรดเปิดใช้งานแผนที่,Ota karttapalvelu käyttöön navigoinnin käyttöä varten.,Za uporabo navigacije omogočite storitev zemljevida.,"Für die Nutzung der Navigation, aktivieren Sie bitte den Kartendienst.",,"Ak chcete používať navigáciu, povoľte službu mapy.",Schakel de kaartservice in om navigatie te gebruiken.,"Aby korzystać z nawigacji, należy włączyć usługę map",如需使用导航，请开启地图服务。,,"For bruk av navigasjon, vennligst aktiver karttjeneste.","Pentru utilizarea navigației, vă rugăm să activați serviciul de hărți.",,"Για τη χρήση πλοήγησης, ενεργοποιήστε την υπηρεσία χαρτών.",Za korištenje navigacije omogućite uslugu karte.,Navigasyonu kullanmak için lütfen harita hizmetini etkinleştirin.,"За коришћење навигације, омогућите услугу мапе.","For the use of navigation, please enable map service.","Per l'utilizzo della navigazione, abilitare il map service.",,,A navigáció használatához kapcsolja be a térképszolgáltatást.,Для использования навигации включите картографический сервис.,,Für die Nutzung der Navigation aktivieren Sie bitte den Kartendienst.,"Chcete-li používat navigaci, povolte mapovou službu."
0x7f0f028f,ftueNavIntro,Makes your driving experience safer and more enjoyable.,Makes your driving experience safer and more enjoyable.,يجعل تجربتك في القيادة أكثر أماناً ومتعةً.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,더 안전하고 즐겁게 운전할 수 있습니다.,,,,Rend votre expérience de conduite plus sûre et plus agréable.,,,,,,,,,,,Le permite disfrutar más y con mayor seguridad de su experiencia de conducción.,,,,,,Torna a sua experiência de condução mais segura e mais agradável.,,,,,,,,,,,,,,,,Rend votre expérience de conduite plus sécuritaire et agréable.,Підвищує безпеку та зручність керування автомобілем.,,,Für ein sichereres und angenehmeres Fahrerlebnis,Gör din körupplevelse säkrare och mer behaglig.,Прави шофирането по-безопасно и по-приятно.,ทำให้ประสบการณ์การขับขี่ของคุณปลอดภัยและสนุกสนานมากขึ้น,Tekee ajokokemuksestasi turvallisemman ja nautinnollisemman.,Vaša izkušnja ob vožnji bo varnejša in prijetnejša.,Gør din køreoplevelse sikrere og mere behagelig.,,S touto aplikáciou sa budete pri jazde cítiť bezpečnejšie a viac si ju užijete.,Maakt uw rijbeleving veiliger en aangenamer.,"Sprawia, że podróż samochodem jest bardziej bezpieczna i przyjemna.",让您的驾驶体验更为安全、更加愉悦。,,Gjør kjøreopplevelsen din tryggere og morsommere!,Face ca experiența dumneavoastră de condus să fie mai sigură și mai plăcută.,,Καθιστά την οδηγική σας εμπειρία ασφαλέστερη και πιο απολαυστική.,Čini vaše iskustvo vožnje sigurnijim i ugodnijim.,Sürüş deneyiminizi daha güvenli ve daha keyifli kılar.,Pruža vam bezbedniju i prijatniju vožnju.,,Rende la tua guida più sicura e più piacevole.,,,A vezetési élményt biztonságosabbá és élvezetesebbé teszi.,Делает вашу поездку более безопасной и приятной.,,Hace que su experiencia de conducción sea más segura y agradable.,Vaše jízda bude bezpečnější a zábavnější.
0x7f0f0290,ftueNavValue1,Less Distraction,Less Distraction,يضمن تشتيتاً أقل لانتباهك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,운전 중 주의를 분산 시키지 않습니다,,,,Moins de distractions,,,,,,,,,,,Menos distracciones,,,,,,Menos distração,,,,,,,,,,,,,,,,,Менше відволікає,,,Weniger Ablenkung,Mindre distraktioner,По-малко разсейване,รบกวนสมาธิน้อยลง,Vähemmän häiriötekijöitä,Manj motenja,Færre forstyrrelser,,Menej rozptyľovania,Minder afleiding,Mniej czynników rozpraszających kierowcę,减少分心,,Færre distraksjoner,Mai puțină distragere,,Λιγότεροι περισπασμοί,Manje ometanja,Daha Az Dikkat Dağılması,Vožnja sa manje smetnji,,Meno distrazioni,,,Kevésbé vonja el a figyelmét,Меньше отвлекающих факторов,,Menos Distracción,Méně rozptylování
0x7f0f0291,ftueNavValue2,Detailed Offline Map,Detailed Offline Map,يوفر خريطة مفصّلة دون اتصال بالإنترنت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,인터넷 연결이 필요 없는 지도를 제공합니다,,,,Carte hors ligne détaillée,,,,,,,,,,,Mapa sin conexión detallado,,,,,,Mapa offline detalhado,,,,,,,,,,,,,,,,,Детальна автономна карта,,,Ausführliche Offline-Karte,Detaljerad offlinekarta,Подробна офлайн карта,แผนที่แบบออฟไลน์อย่างละเอียด,Tarkka Offline-kartta,Podroben prikaz zemljevida brez povezave,Detaljeret offline kort,,Podrobná offline mapa,Gedetailleerde offline kaart,Szczegółowa mapa offline,详尽的离线地图,,Detaljert kart i frakoblet modus,Hartă offline detaliată,,Λεπτομερής χάρτης offline,Detaljna izvanmrežna karta,Ayrıntılı Çevrimdışı Harita,Detaljna mapa van mreže,,Mappa offline dettagliata,,,Részletes térkép kapcsolat nélkül is,Подробная загруженная карта,,Mapa Detallado Fuera de Línea,Podrobná offline mapa
0x7f0f0292,ftueNavValue3,Easy Search,Easy Search,يسهّل عملية البحث,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,간편한 검색을 제공합니다,,,,Recherche facile,,,,,,,,,,,Búsqueda sencilla,,,,,,Pesquisa fácil,,,,,,,,,,,,,,,,,Легкий пошук,,,Einfache Suche,Enkel sökning,Лесно търсене,การค้นหาแบบง่าย,Helppo haku,Enostavno iskanje,Nem søgning,,Jednoduché vyhľadávanie,Gemakkelijk zoeken,Łatwe wyszukiwanie,搜索便捷,,Enkle søk,Căutare ușoară,,Εύκολη αναζήτηση,Jednostavno pretraživanje,Kolay Arama,Laka pretraga,,Ricerca semplice,,,Egyszerű keresés,Удобный поиск,,Fácil Búsqueda,Snadné vyhledávání
0x7f0f0293,ftueNext,Next,Next,التالي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,다음,,,,Suivant,,,,,,,,,,,Siguiente,,,,,,Seguinte,,,,,,,,,,,,,,,,,Далі,,,Weiter,Nästa,Напред,ถัดไป,Seuraava,Naprej,Næste,,Ďalej,Volgende,Dalej,下一步,,Neste,Următor,,Επόμενο,Dalje,Sonraki,Dalje,,Avanti,,,Tovább,Далее,,,Dále
0x7f0f0294,ftuePersonalization,PERSONALIZE YOUR DRIVE,PERSONALIZE YOUR DRIVE,قُم بإضفاء طابع شخصي على قيادتك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,운전자에 맞춘 길안내,,,,PERSONNALISEZ VOTRE CONDUITE,,,,,,,,,,,PERSONALICE SU CONDUCCIÓN,,,,,,PERSONALIZAR A SUA CONDUÇÃO,,,,,,,,,,,,,,,,PERSONNALISER VOTRE CONDUITE,ПОДОРОЖУЙТЕ ВЛАСНИМ МАРШРУТОМ,,,FÜR SIE PERSÖNLICH OPTIMIERT,GÖR DIN KÖRNING PERSONLIG,ПЕРСОНАЛИЗИРАЙТЕ ШОФИРАНЕТО СИ,ปรับการขับขี่ของท่านให้เป็นแบบส่วนตัว,HENKILÖKOHTAISESTI MUKAUT. AJOMATKAT,PRILAGODITE VOŽNJO SVOJIM ŽELJAM,GIV DIN KØRSEL ET PERSONLIGT PRÆG,,PRISPÔSOBTE SI SVOJU JAZDU,PERSONALISEER UW RIJERVARING,PROWADŹ WEDŁUG WŁASNYCH UPODOBAŃ,个性化您的驾驶,,SKREDDERSY KJØRETUREN,PERSONALIZAȚI-VĂ MODUL DE A CONDUCE,,ΕΞΑΤΟΜΙΚΕΥΣΤΕ ΤΗΝ ΟΔΗΓΗΣΗ ΣΑΣ,PERSONALIZIRAJTE VOŽNJU,SÜRÜŞ DENEYİMİNİZİ KİŞİSELLEŞTİRİN,PERSONALIZUJTE SVOJU VOŽNJU,,GUIDA PERSONALIZZATA,,,TEGYE EGYEDIVÉ VEZETÉSI ÉLMÉNYÉT,СОЗДАВАЙТЕ СВОИ МАРШРУТЫ,,,JÍZDA PŘIZPŮSOBENÁ NA MÍRU
